# BUCKET 3, ONE LINE PER ROW: the page address of every read-direction
# still-GAP row that scripts/census_completion.py counts as "blocked on nothing
# at all", and what the SHIPPED read boundary says about that address.
#
# Method, the class definitions and every finding:
#     _audit/2026-09-23-bucket3-addresses.md
# Checked by scripts/check_read_addresses.py, which re-drives every address
# below through readonly.is_read_url and exits 1 on any disagreement, on any
# bucket-3 row with no line here, on any line for a row that has left the
# bucket, on any source (file, ::SYMBOL, census row) that no longer
# resolves, and -- since 2026-09-23 -- on any row blocked on nothing whose
# page a ruling holds (scripts/ruling_holds.py names those rulings and where
# each binds). census_completion.py counts the class column; it does not
# re-drive.
#
# is_read_url and refusal are MEASUREMENTS, re-taken on every check. Every
# other column is a JUDGEMENT, and each row names its source.
#
# EVERY VARIABLE SEGMENT IS A PLACEHOLDER -- placeholder-org, placeholder-school,
# placeholder-member, placeholder-newsletter, someone-else, 12345, 2-ABCdef123.
# The allowlist patterns accept a SHAPE, not a value, so no verdict depends on
# the value standing there, and no real identifier ever enters this file.
#
# class        ADMITTED | REFUSED | NO-ADDRESS | NEEDS-SESSION | UNDETERMINED
# basis        MEASURED  the address was seen served, or drawn on a live page
#                        or a capture
#              NAMED     written in code, a test, the census or an audit, and
#                        never observed served
#              INFERRED  constructed as representative, by a prior wave or
#                        this one; the row says which
# source_kind  code-symbol | test-fixture | census-prose | prior-audit
# refusal      the shipped refusal's kind, read off assert_read_url:
#              NO-PATTERN | FORBIDDEN[<substring>]+NO-PATTERN
#              | FORBIDDEN[<substring>]+PATTERN-WOULD-ADMIT
# gate         ADMITTED rows only: the first thing past the boundary --
#              READER | PRESS-PERMITTED | MEASURE | BUILT-UNFIRED | PRESS | RULING
#              | STANDING-RULING
#              RULING is a decision nobody has made. STANDING-RULING is one
#              that HAS been made and holds the page; the note cites it as
#              HELD BY `<ID>`. READER and PRESS-PERMITTED are "blocked on
#              nothing", and may never sit on a page a ruling holds.
# also_driven  other addresses the corpus names for the row, each re-driven:
#              <address>=><is_read_url> ; ...
slice	row	dir	class	address	basis	source_kind	source	is_read_url	refusal	gate	also_driven	note
N	90	R	ADMITTED	https://www.linkedin.com/search/results/people/	MEASURED	code-symbol	linkedin_server/search_results.py::PEOPLE_SEARCH_URL	True	-	PRESS	-	TERMINAL BY THIS ROUTE: the filter sits in the All-filters panel, whose control carries neither aria-expanded nor aria-haspopup nor an aria-label (measured live twice, _audit/2026-09-21-the-all-filters-press.md), so condition 2 refuses it for good and condition 3 refuses it independently (no basis can be declared for a surface made of other people). No people-search facet for this filter is on record: the query keys of every LinkedIn-authored people-search href in the 25 raw captures and 24 tracked fixtures are activelyHiring, activelyHiringForJobTitles, currentCompany, geoUrn, industry, keywords, origin, pastCompany and schoolFilter (lane L2, 2026-09-23). A spelling, if one exists, would be D1's.
N	91	R	ADMITTED	https://www.linkedin.com/search/results/people/	MEASURED	code-symbol	linkedin_server/search_results.py::PEOPLE_SEARCH_URL	True	-	PRESS	-	TERMINAL BY THIS ROUTE: the filter sits in the All-filters panel, whose control carries neither aria-expanded nor aria-haspopup nor an aria-label (measured live twice, _audit/2026-09-21-the-all-filters-press.md), so condition 2 refuses it for good and condition 3 refuses it independently (no basis can be declared for a surface made of other people). No people-search facet for this filter is on record: the query keys of every LinkedIn-authored people-search href in the 25 raw captures and 24 tracked fixtures are activelyHiring, activelyHiringForJobTitles, currentCompany, geoUrn, industry, keywords, origin, pastCompany and schoolFilter (lane L2, 2026-09-23). A spelling, if one exists, would be D1's.
N	92	R	ADMITTED	https://www.linkedin.com/search/results/people/	MEASURED	code-symbol	linkedin_server/search_results.py::PEOPLE_SEARCH_URL	True	-	PRESS	-	TERMINAL BY THIS ROUTE: the filter sits in the All-filters panel, whose control carries neither aria-expanded nor aria-haspopup nor an aria-label (measured live twice, _audit/2026-09-21-the-all-filters-press.md), so condition 2 refuses it for good and condition 3 refuses it independently (no basis can be declared for a surface made of other people). No people-search facet for this filter is on record: the query keys of every LinkedIn-authored people-search href in the 25 raw captures and 24 tracked fixtures are activelyHiring, activelyHiringForJobTitles, currentCompany, geoUrn, industry, keywords, origin, pastCompany and schoolFilter (lane L2, 2026-09-23). A spelling, if one exists, would be D1's.
N	88	R	ADMITTED	https://www.linkedin.com/search/results/people/	MEASURED	code-symbol	linkedin_server/search_results.py::PEOPLE_SEARCH_URL	True	-	BUILT-UNFIRED	-	Single-word term read 0, which cannot separate absent from decorated; the label-SHAPE reading is BUILT and NOT FIRED (row cell, 2026-09-21).
N	89	R	ADMITTED	https://www.linkedin.com/search/results/people/	MEASURED	code-symbol	linkedin_server/search_results.py::PEOPLE_SEARCH_URL	True	-	BUILT-UNFIRED	-	Single-word term read 0, which cannot separate absent from decorated; the label-SHAPE reading is BUILT and NOT FIRED (row cell, 2026-09-21).
N	93	R	ADMITTED	https://www.linkedin.com/search/results/people/	MEASURED	code-symbol	linkedin_server/search_results.py::PEOPLE_SEARCH_URL	True	-	MEASURE	-	The label-SHAPE reading is built and unfired and would confirm the predicted decorated label without closing the row. The keyword question is decided -- D1-SEARCH-AS-READS (registered 2026-09-23) permits search keywords as reads, values from tool arguments only -- but a reader needs a spelling for the five fields the row names (first name, last name, title, company, school), and none is on record: the query keys of every LinkedIn-authored people-search href lane L2 read are activelyHiring, activelyHiringForJobTitles, currentCompany, geoUrn, industry, keywords, origin, pastCompany and schoolFilter, and a search of the repository for firstName=, lastName=, titleFreeText and schoolFreetext found none (2026-09-23; those four are guesses until a LinkedIn-authored href shows one). The All-filters press stays terminal. A live look that records the fielded spellings comes first. MEASURE since 2026-09-23; was RULING on D1.
N	95	R	NEEDS-SESSION	-	-	prior-audit	_audit/2026-09-19-the-unassigned-21.md section 1	-	-	n/a	https://www.linkedin.com/mypreferences/d/search-history=>False ; https://www.linkedin.com/jobs/search-history/=>False	Unknown: where the list of recent PEOPLE searches is drawn. The two history spellings the corpus names (driven) both refuse and neither is shown to draw this list; the census's own section 5 prices rows 79-96 on the people-search pattern plus a query builder, which is the RE-RUN half and is D1. Unrouted in the blocker map (UNASSIGNED).
N	99	R	REFUSED	https://www.linkedin.com/school/placeholder-school/people/	NAMED	code-symbol	scripts/_probe_route_vs_surface.py::CANDIDATES (a school's alumni tab)	False	NO-PATTERN	n/a	https://www.linkedin.com/school/placeholder-school/=>True	The root (also driven) is admitted; the alumni tab is refused by the school entry's anchor, in its own words, carrying zero forbidden substrings. D3-UNREGISTERED-REFUSAL-IS-NOT-A-RULING (orchestrator, 2026-09-24, delegated; lane R at its merge): the school entry's written refusal of the alumni tab is a question with its argument recorded, not a ruling, and MEMBER-ROSTERS-AS-BOUNDED-READS (orchestrator, 2026-09-24, delegated) answers it -- a school's People tab is a roster he can open himself. THE BOUNDARY ITSELF IS UNCHANGED: /school/<slug>/people/ is still refused today, so the row is GAP, blocked on an admission (under the ruling's five conditions) and a reader, and it leaves census_completion's RULING_BLOCKED_NAMED.
N	100	R	REFUSED	https://www.linkedin.com/school/placeholder-school/people/	NAMED	code-symbol	scripts/_probe_route_vs_surface.py::CANDIDATES (a school's alumni tab)	False	NO-PATTERN	n/a	-	Same tab and cause as row 99. Its second half, contacting alumni, is a write the direction cell does not show. L1 2026-09-23: LEFT REFUSED, as N 99: the alumni tab is a member roster refused by a written cause.
N	102	R	REFUSED	https://www.linkedin.com/company/placeholder-org/people/	NAMED	code-symbol	linkedin_server/readonly.py (company entry: /company/<x>/people/)	False	NO-PATTERN	n/a	https://www.linkedin.com/company/placeholder-org/=>True	A MEMBER ROSTER, refused 'by this anchor and by nothing else' (measured: zero forbidden substrings); the root is admitted. D3's cause. L1 2026-09-23: LEFT REFUSED. A member roster, refused by a written cause: the company entry puts it out of scope by the same ruling that put a group's roster out of scope by name.
N	104	R	REFUSED	https://www.linkedin.com/search/results/companies/	NAMED	census-prose	_audit/_census/network.md row 104	False	NO-PATTERN	n/a	-	D2: widen the search admission past the people vertical. The non-search half (company_page_url off a posting) already ships. L1 2026-09-23: LEFT REFUSED. Needs D2 AND D1: finding a Page by SEARCHING is a keyword search and no tool may pass a keyword until D1 is ruled; the vertical alone buys no row and would still owe a name-free shaper in the same commit.
N	132	R	ADMITTED	https://www.linkedin.com/analytics/search-appearances/	MEASURED	census-prose	_audit/_census/network.md row 132	True	-	RULING	https://www.linkedin.com/analytics/profile-views/=>True	Both sides of the switch are admitted and served by shipped tools; what is unbuilt is only the CONTROL. D6: do two addresses discharge a row named for a control.
N	133	R	ADMITTED	https://www.linkedin.com/analytics/profile-views/	MEASURED	census-prose	_audit/_census/network.md row 133	True	-	PRESS	-	Opening a filter is ALREADY permitted, and has been done: each viewer-filter pill is div[role=button][aria-expanded] wrapping a hidden checkbox, on a surface with a declared structural basis (lane L2), and the live readers wave opened all three under the gate the same evening -- permitted, closure verified, no counter moved (_audit/2026-09-23-readers-four-rows.md 3.0.1). Each reads as a filter form: 'show results' comes into view at the open moment, and nothing that arrived matched a viewer-category term. So this row's payload arrives only after APPLYING a filter, a view switch VIEW-SWITCH-PRESS-RESTORED (registered 2026-09-23) permits when the view is restored and a before/after reading proves it; the shipped gate refuses it as a submission and press.disclose cannot restore a selection, so the restore-and-prove press is a build, as for N 134 (that document, 9.1). Whether an opened pill carries per-option counts would need an occurrence-counting reading nobody has run. The page's only button[type=submit] belongs to a closed feedback dialog, not the filter bar. PRESS since the merge with the readers wave (2026-09-23); MEASURE for part of that evening, PRESS before it (see _audit/2026-09-23-lane-l2-refused-presses.md).
N	161	R	REFUSED	https://www.linkedin.com/search/results/groups/	NAMED	census-prose	_audit/_census/network.md row 161	False	NO-PATTERN	n/a	-	The groups entry's comment declines to inherit this address; D2. L1 2026-09-23: LEFT REFUSED. Needs D2 AND D1, as N 104: searching for groups by name is a keyword search.
N	172	R	ADMITTED	https://www.linkedin.com/search/results/people/?connectionOf=placeholder-member	NAMED	test-fixture	tests/test_the_search_shaper_emits_no_name.py::NAME_SHAPED_ROUTES	True	-	RULING	https://www.linkedin.com/in/placeholder-member/=>False	GATED RULING 2026-09-24 (lane S, at its integration) UNDER THE WHO RULE (the orchestrator's census call, 03:20): the reader is BUILT -- linkedin_people_search_shape(connections_of=...) composes this address, the member id from the tool's argument only, never echoed or stored (linkedin_server/people_search.py, OTHER-MEMBER-IDS-AS-READS) -- and it publishes COUNTS, while this row's payload is WHO: that member's connections. Blocker: the name-free shaper doctrine (_audit/2026-09-05-lead-rulings-round-two.md: this server does not publish names), pending the operator's question on returning names at runtime. REOPENER: the operator rules that people reads may return who at runtime. PRIOR NOTE, KEPT: A member's connection list is the people search with a connectionOf query, and that shape has been ADMITTED since 2026-09-20 (the pattern takes any query). The prior audits priced this row on the member's profile (also driven, refused) before the search admission landed. The question it was held on is decided: OTHER-MEMBER-IDS-AS-READS (registered 2026-09-23) permits another member's id in a search facet as a read when it comes from the tool's arguments, never from page content, and is never stored in a tracked file, and D1-SEARCH-AS-READS permits passing it. The spelling is named in a test and not seen LinkedIn-authored (lane L2), which a reader's first fire settles. READER since 2026-09-23; was RULING on D1 and D3's other-people cause.
N	174	R	ADMITTED	https://www.linkedin.com/groups/	MEASURED	code-symbol	linkedin_server/readonly.py (groups root entry: WHAT THIS SERVES ... N 174)	True	-	RULING	-	Read live: the root draws two sections, neither a pending-requests list, and an absent-when-empty section reads the same as a missing one. Observable only once a pending request exists, and creating one is a WRITE at a real group (filed RULING by the read triage).
N	177	R	REFUSED	https://www.linkedin.com/groups/12345/members/	NAMED	prior-audit	_audit/2026-09-19-the-read-rows.md section 5.2	False	NO-PATTERN	n/a	-	The read-rows wave tied this row to a group's member directory. linkedin_server/readonly.py refuses that roster by name -- as census row N 165, the row put out of scope for it -- and its groups root entry states the cause: a group's MEMBER DIRECTORY is other people and is 'not admitted here or anywhere.' D3-UNREGISTERED-REFUSAL-IS-NOT-A-RULING (orchestrator, 2026-09-24, delegated; lane R at its merge): that refusal, written only in readonly.py's groups entry, is a question with its argument recorded, not a ruling, and MEMBER-ROSTERS-AS-BOUNDED-READS (orchestrator, 2026-09-24, delegated) answers it. THE BOUNDARY ITSELF IS UNCHANGED: /groups/<id>/members/ is still refused today, so the row is GAP, blocked on an admission (under the ruling's five conditions) and a reader, and it leaves census_completion's RULING_BLOCKED_NAMED.
N	178	R	REFUSED	https://www.linkedin.com/in/someone-else/	NAMED	prior-audit	_audit/2026-09-19-the-read-rows.md section 5.2	False	NO-PATTERN	n/a	https://www.linkedin.com/in/someone-else/details/interests/=>False	The read-rows wave tied this row to another member's profile. A member's groups would sit on THEIR profile -- the interests tab, also driven, is this wave's inference of where, taken from a third-party interests literal scripts/_probe_newsletter_routes.py uses as a refusal control. Loading a third party's profile leaves them a durable record, the boundary's sharpest refusal, and PERMANENTLY_FORBIDDEN names the act (the pattern was removed on the operator's 2026-09-04 ruling). D3-UNREGISTERED-REFUSAL-IS-NOT-A-RULING (orchestrator, 2026-09-24, delegated; lane R at its merge): the row is GAP, blocked on an admission and a reader, and it leaves census_completion's RULING_BLOCKED_NAMED. ITS LIVE PROOF LOADS ANOTHER MEMBER'S PROFILE: any live check of this row shows LinkedIn which member he looked at, an act toward that person, so under OUTWARD-ACTS-NEED-THE-OPERATOR its live proof waits on a member the operator names.
N	179	R	REFUSED	https://www.linkedin.com/search/results/events/	NAMED	census-prose	_audit/_census/network.md row 179	False	NO-PATTERN	n/a	-	D2, plus the D1 parameter ruling (a keyword nothing on this surface accepts). L1 2026-09-23: LEFT REFUSED. Needs D2 AND D1, as N 104: an events search by keyword.
N	184	R	ADMITTED	https://www.linkedin.com/events/12345/	MEASURED	code-symbol	linkedin_server/readonly.py (events entry names N 184 at /events/<id>/)	True	-	MEASURE	https://www.linkedin.com/events/=>True	ADMITTED 2026-09-23 BY A REVIEW: COMMIT (lane L1): one event by its NUMERIC id, [0-9]{1,20}, under the four conditions the lead set for /groups/<id>/. LinkedIn draws the numeric form itself (the captured events root links events both ways); the slug form -- a title run into the id -- stays refused. No event page was ever captured: a live look first (live-lane key event, with an event id the operator shares, which is the row's own premise).
N	194	R	ADMITTED	https://www.linkedin.com/search/results/people/?keywords=%23hiring	NAMED	census-prose	_audit/_census/network.md row 194	True	-	RULING	https://www.linkedin.com/feed/hashtag/hiring/=>False	GATED RULING 2026-09-24 (lane S, at its integration) UNDER THE WHO RULE (the orchestrator's census call, 03:20): the reader is BUILT -- linkedin_people_search_shape(keywords='#hiring') composes exactly this address from the tool's arguments only (linkedin_server/people_search.py, D1-SEARCH-AS-READS) -- and it publishes COUNTS, while this row's payload is WHO: hiring managers. Blocker: the name-free shaper doctrine (_audit/2026-09-05-lead-rulings-round-two.md: this server does not publish names), pending the operator's question on returning names at runtime. REOPENER: the operator rules that people reads may return who at runtime. PRIOR NOTE, KEPT: The needle is a hashtag typed into a search, and D1-SEARCH-AS-READS (registered 2026-09-23) permits a search keyword as a read, from tool arguments only. What remains is a keyword-taking reader, as for N 79. The feed hashtag route (also driven) stays refused. READER since 2026-09-23; was RULING on D1.
N	195	R	ADMITTED	https://www.linkedin.com/analytics/recruiter-views/	MEASURED	code-symbol	linkedin_server/readonly.py (the recruiter-views entry, premium-four 2026-09-20)	True	-	READER	-	Bare address admitted; the tracked profile-views fixture draws the link (with a timeRange query the pattern refuses on purpose -- a caller navigates the bare address), and the live lane captured the page on 2026-09-23. WHO-WHICH-COUNTS-ARE-NOT-DELIVERY does not hold it (lane Y2's integration, 2026-09-24): the page names no member, and each recruiter viewer is drawn as a company, an industry and a time -- an AGGREGATE a count-and-aggregate reader delivers. That reader publishes the counts, the chart series and those aggregates, and names nobody.
N	197	R	ADMITTED	https://www.linkedin.com/groups/12345/	MEASURED	census-prose	_audit/_census/network.md row 197	True	-	PRESS	-	The control sits in the group page's own menu (captured 2026-09-05), behind a press; the group page is admitted. Whether a link composed from the group id discharges the row is an open question under the D6 capability-over-affordance ruling.
N	199	R	REFUSED	https://www.linkedin.com/premium/matches/	MEASURED	census-prose	_audit/_census/network.md row 199	False	NO-PATTERN	n/a	-	Linked from a notification offering networking suggestions (the live lane's capture of /notifications/, 2026-09-23). Refused with no pattern; the list is of other people. GAP AS WHO-WHICH-COUNTS-ARE-NOT-DELIVERY RULES as well (registered 2026-09-24; applied by lane Y2 at its integration): the payload is the people suggested. Blocker: the name-free shaper doctrine (_audit/2026-09-05-lead-rulings-round-two.md), pending the operator's question on returning names and titles at runtime. REOPENER: he rules that such reads may return them.
N	A3	R	REFUSED	https://www.linkedin.com/company/placeholder-org/admin/following/	NAMED	prior-audit	_audit/2026-09-20-admin-rights-ready.md (A3)	False	FORBIDDEN[/follow]+NO-PATTERN	n/a	https://www.linkedin.com/company/placeholder-org/admin/page-following/=>False	Refused on /follow before the allowlist; the alternative spelling (also driven) carries no forbidden substring and is refused by the anchor alone, so the gate's grip depends on the spelling LinkedIn serves. Precondition unmeasured: whether he administers any Page. L1 2026-09-23: LEFT REFUSED. The spelling is named, never observed, and whether he administers any Page is unmeasured; a carve-out needs both first, then allowlist +1 and a pattern exemption for /follow alone.
N	A5	R	REFUSED	https://www.linkedin.com/company/placeholder-org/admin/	INFERRED	code-symbol	linkedin_server/company_page.py (admin_surface: /company/<x>/admin/)	False	NO-PATTERN	n/a	https://www.linkedin.com/company/placeholder-org/admin/invite/=>False	The credit-balance sub-path is unrecorded; the census cell says /invite, and the recheck tsv's synthetic spelling of that claim is driven too. Every spelling under the admin root refuses, because the company pattern admits the root only. Precondition unmeasured, as A3. L1 2026-09-23: LEFT REFUSED. The credit-balance sub-path is unrecorded, admin rights are unmeasured, and the admin root is Page administration, which the company entry names as defended by nothing if a family pattern reached it.
M	C14	R	NEEDS-SESSION	-	-	census-prose	_audit/_census/messaging-and-content.md row C14	-	-	n/a	-	Unknown: the address of the scheduled-posts list. Returned to GAP 2026-09-23 by lane R (2026-09-23-exclusion-returns.md s3.2), on the orchestrator's delegated call, not a new ruling: no link from the composer reaches the scheduled list (publish_post's verification caveat in writes.py names seven links, none to a posted or scheduled list), the list's address is unmeasured, and the Schedule-post modal has never been opened. Not re-drivable offline.
M	C42	R	ADMITTED	https://www.linkedin.com/feed/update/urn:li:activity:12345/	NAMED	census-prose	_audit/_census/messaging-and-content.md row C42	True	-	MEASURE	-	SINCE 2026-09-23 THE ROW HOLDS FOR OTHER PEOPLE'S POSTS ONLY: for his own posts, linkedin_my_activity_items returned eight urn:li:activity:<digits> keys live (authorship proven on all three COVERED-PROVEN conditions, _audit/2026-09-23-bucket1-fires.md FIRE 1), and the permalink those keys build, /feed/update/<urn>/, is admitted. That half now waits only on a live open of one of his own permalinks -- the same live capture M C29's row is waiting on, not on a ruling or a press. For anybody else's post no reader in this server hands out an item key; /feed/ draws zero item permalinks (the tool's own docstring). RETURNED TO GAP BY LANE R AT ITS MERGE, 2026-09-24 (2026-09-23-exclusion-returns.md s2.1 and its Integration 2026-09-24 section): an explicit decision on the achievable surface, not a new ruling. Gate judged MEASURE rather than READER here: the live-open step is what M C29's own row (already in this table) names as its blocker for the same permalink family, and nothing in this row's cell shows that step has since been taken.
M	C43	R	ADMITTED	https://www.linkedin.com/feed/update/urn:li:activity:12345/	NAMED	census-prose	_audit/_census/messaging-and-content.md row C43	True	-	RULING	-	/feed/update/<urn>/ is on the allowlist and linkedin_surface_census reduces every name to a SHAPE, so the permalink is readable and its content is not. BLOCKER, NAMED: FEED-CONTENT-READ-RULING (lead, 2026-09-05, registered) reads feed content as counts and relations only, built into linkedin_server/feed.py's own signature (no public callable returns any substring of its input). A post's text is the exact payload that ruling forbids, and the operator has never ruled that it may cross the boundary, shaped. Bound to a live assertion by tests/test_c43_rests_on_the_feed_content_ruling.py. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s3.4), on the orchestrator's delegated call, not a new ruling.
M	C47	R+W	REFUSED	https://www.linkedin.com/pulse/drafts/	NAMED	census-prose	_audit/_census/messaging-and-content.md row C47	False	NO-PATTERN	n/a	https://www.linkedin.com/drafts/=>False ; https://www.linkedin.com/content/drafts/=>False	All three spellings the row's own cell and finish.md name -- /pulse/drafts/, /drafts/, /content/drafts/ -- refuse by allowlist silence alone; no forbidden substring fires on any of them. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s2.1), on the orchestrator's delegated call, not a new ruling: no reader and no WriteSpec for the manage/duplicate write half either.
N	9	R	REFUSED	https://www.linkedin.com/mynetwork/invitation-manager/	NAMED	census-prose	_audit/_census/network.md row 9	False	FORBIDDEN[invitation]+NO-PATTERN	n/a	-	The Sent tab lives under this root per the row's own cell. The substring "invitation" fires before the allowlist is even consulted; no pattern admits the root either. Ruling (b) of 2026-09-23 withdrew the SENDING purpose the substring exists for, but the code carrying it is unchanged. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s2.2), on the orchestrator's delegated call, not a new ruling: no reader, and a /mynetwork/ sub-page load needs the before-and-after badge gate linkedin_connections already carries.
N	11	R	REFUSED	https://www.linkedin.com/mynetwork/invitation-manager/	NAMED	census-prose	_audit/_census/network.md row 11	False	FORBIDDEN[invitation]+NO-PATTERN	n/a	-	Same address and cause as row 9: the Page-follow Sent tab lives under this root, "invitation" fires before the allowlist, and no pattern admits the root either. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s2.2), on the orchestrator's delegated call, not a new ruling.
N	13	R	REFUSED	https://www.linkedin.com/mynetwork/invitation-manager/	NAMED	census-prose	_audit/_census/network.md row 13	False	FORBIDDEN[invitation]+NO-PATTERN	n/a	-	The received-invitations manager lives at this root per the row's own cell. "invitation" fires before the allowlist; no pattern admits the root. R1's badge-cost objection to the wider /mynetwork/ surface is a second, separate blocker this address does not resolve either way, and NOTIFICATIONS-UNREAD-SPEND (2026-09-23) permits clearing his own unread badge but does not admit this page. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s3.1), on the orchestrator's delegated call, not a new ruling: no reader.
N	14	R	REFUSED	https://www.linkedin.com/mynetwork/invitation-manager/	NAMED	census-prose	_audit/_census/network.md row 14	False	FORBIDDEN[invitation]+NO-PATTERN	n/a	-	Same address and cause as row 13: filtering received invitations by type happens on the invitation manager, which "invitation" refuses before the allowlist. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s3.1), on the orchestrator's delegated call, not a new ruling.
N	19	R	REFUSED	https://www.linkedin.com/mynetwork/invitation-manager/	NAMED	census-prose	_audit/_census/network.md row 19	False	FORBIDDEN[invitation]+NO-PATTERN	n/a	-	Same address and cause as row 13: the personal note on a received invitation renders on the invitation manager, which "invitation" refuses before the allowlist. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s3.1), on the orchestrator's delegated call, not a new ruling.
N	22	R	NEEDS-SESSION	-	-	census-prose	_audit/_census/network.md row 22	-	-	n/a	-	Unknown: the specific address of the post-accept "Connections You May Know" suggestions. The row's cell names only the general R1 badge-cost ruling over "the /mynetwork/ surface", not a page for this capability; no committed source spells one.
N	24	R	REFUSED	https://www.linkedin.com/mynetwork/invite-connect/connections/?foo=1	INFERRED	code-symbol	linkedin_server/readonly.py (connections-list pattern exemption comment: any query string refuses, its own example is ?foo=1)	False	FORBIDDEN[/invite]+NO-PATTERN	n/a	https://www.linkedin.com/mynetwork/invite-connect/connections/=>True	The row's cell says sort is a query variant of the bare connections list. readonly.py's own exemption comment for that list states plainly: "any query string. The pattern ends at the optional slash, so ?foo=1 refuses." The anchored admission and its /invite plus /connect exemption both stop at the bare address, so any query variant loses the exemption and refuses on /invite, whatever the query says.
N	25	R	REFUSED	https://www.linkedin.com/mynetwork/invite-connect/connections/?foo=1	INFERRED	code-symbol	linkedin_server/readonly.py (connections-list pattern exemption comment: any query string refuses, its own example is ?foo=1)	False	FORBIDDEN[/invite]+NO-PATTERN	n/a	https://www.linkedin.com/mynetwork/invite-connect/connections/=>True	Same cause as row 24: searching connections by name is a query variant of the bare list, refused the same way regardless of the query.
N	26	R	REFUSED	https://www.linkedin.com/mynetwork/invite-connect/connections/?foo=1	INFERRED	code-symbol	linkedin_server/readonly.py (connections-list pattern exemption comment: any query string refuses, its own example is ?foo=1)	False	FORBIDDEN[/invite]+NO-PATTERN	n/a	https://www.linkedin.com/mynetwork/invite-connect/connections/=>True	Same cause as row 24: filtering by location, company, school or industry is a query variant of the bare list, refused the same way regardless of the filter.
N	27	R	REFUSED	https://www.linkedin.com/mynetwork/invite-connect/connections/?foo=1	INFERRED	code-symbol	linkedin_server/readonly.py (connections-list pattern exemption comment: any query string refuses, its own example is ?foo=1)	False	FORBIDDEN[/invite]+NO-PATTERN	n/a	https://www.linkedin.com/mynetwork/invite-connect/connections/=>True	Same cause as row 24: filtering by "Talks about" is a query variant of the bare list, refused the same way regardless of the filter.
N	28	R	REFUSED	https://www.linkedin.com/mynetwork/invite-connect/connections/?foo=1	INFERRED	code-symbol	linkedin_server/readonly.py (connections-list pattern exemption comment: any query string refuses, its own example is ?foo=1)	False	FORBIDDEN[/invite]+NO-PATTERN	n/a	https://www.linkedin.com/mynetwork/invite-connect/connections/=>True	Same cause as row 24: filtering by "Open to" is a query variant of the bare list, refused the same way regardless of the filter.
N	32	R	NEEDS-SESSION	-	-	census-prose	_audit/_census/network.md row 32	-	-	n/a	-	Unknown: the specific address of the Contacts page (imported contacts). The row's cell names only the general R1 badge-cost ruling over "the /mynetwork/ surface", not a page for this capability; no committed source spells one.
N	38	R	REFUSED	https://www.linkedin.com/mynetwork/network-manager/people-follow/following/	NAMED	census-prose	_audit/_census/network.md row 38	False	FORBIDDEN[/follow]+NO-PATTERN	n/a	-	The row's cell and readonly.py's own comment both name this address for the people he follows; it carries the substring /follow and is refused before the allowlist, which does not admit it either. readonly.py calls the sibling company-list's admission "luck, not design" and asks that the filter never be shortened for this list; an exact-url exemption, as the connections list has, is the route (lane L1's file, for the FOLLOWERS list only -- this is the FOLLOWING list and stays out). RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s3.4), on the orchestrator's delegated call, not a new ruling.
N	39	R	REFUSED	https://www.linkedin.com/mypreferences/d/unfollowed	MEASURED	census-prose	_audit/_census/network.md row 39	False	FORBIDDEN[/unfollow]+NO-PATTERN	n/a	-	Address found live and written down in the row's own cell. /unfollow is on the forbidden-substring list and fires before the allowlist, which does not admit it either. EXCLUDED-RULED 2026-09-19 by propagation from the settings-family ruling (R11); the row's note recorded the ruling's premise without weighing its own scope. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s4), on the orchestrator's delegated call, not a new ruling: awaiting admission by name under ONE-NAMED-SETTINGS-PAGE-AT-A-TIME, which names none of these yet.
N	97	R	NEEDS-SESSION	-	-	census-prose	_audit/_census/network.md row 97	-	-	n/a	-	Unknown: the specific address of the "People You May Know" suggestions browse surface. The row's cell names only the general R1 badge-cost ruling over "the /mynetwork/ surface", not a page for this capability.
N	143	R	NEEDS-SESSION	-	-	census-prose	_audit/_census/network.md row 143	-	-	n/a	-	Unknown: which settings address carries the blocked-members list. The row's cell only says the settings family is closed until the operator names one page; no committed source spells this one's address.
