slice	row	state	class	basis	source
P	D8	EXCLUDED-RULED	B	family=EDIT-FAMILY; op=CONTRARY; scope=YES; note=an editor on his own profile: the operator ruled 2026-08-31 that the profile editors are allowed; the implementing wave kept /edit/ refusing all but the intro editor (D6's upload half: the ban was lifted 2026-09-04)	linkedin_server/readonly.py#Narrowing was refused ; _audit/2026-08-31-linkedin-finish.md#and the profile editors are allowed
P	D9	EXCLUDED-RULED	B	family=EDIT-FAMILY; op=CONTRARY; scope=YES; note=an editor on his own profile: the operator ruled 2026-08-31 that the profile editors are allowed; the implementing wave kept /edit/ refusing all but the intro editor (D6's upload half: the ban was lifted 2026-09-04)	linkedin_server/readonly.py#Narrowing was refused ; _audit/2026-08-31-linkedin-finish.md#and the profile editors are allowed
P	E2	EXCLUDED-RULED	B	family=EDIT-FAMILY; op=CONTRARY; scope=YES; note=an editor on his own profile: the operator ruled 2026-08-31 that the profile editors are allowed; the implementing wave kept /edit/ refusing all but the intro editor (D6's upload half: the ban was lifted 2026-09-04)	linkedin_server/readonly.py#Narrowing was refused ; _audit/2026-08-31-linkedin-finish.md#and the profile editors are allowed
P	E3	EXCLUDED-RULED	B	family=EDIT-FAMILY; op=CONTRARY; scope=YES; note=an editor on his own profile: the operator ruled 2026-08-31 that the profile editors are allowed; the implementing wave kept /edit/ refusing all but the intro editor (D6's upload half: the ban was lifted 2026-09-04)	linkedin_server/readonly.py#Narrowing was refused ; _audit/2026-08-31-linkedin-finish.md#and the profile editors are allowed
P	E4	EXCLUDED-RULED	B	family=NO-THIRD-PARTY-PROFILE-LOAD+PF-ENDORSE-OR-RECOMMEND; op=YES; scope=YES; note=endorsing: the cell's own ground is that the only surface carrying the control is a third party's profile, which the operator's own 2026-09-04 ruling removed from the boundary. His 2026-08-25 ruling that endorsing gets built is why the key alone would be CONTRARY	linkedin_server/readonly.py#THE THIRD-PARTY PROFILE PATTERN WAS REMOVED 2026-09-04, ON THE OPERATOR'S ; linkedin_server/writes.py#"load_a_third_partys_profile_to_measure_a_control": ( ; linkedin_server/writes.py#"endorse_or_recommend": (
P	E5	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a remove or delete, the act-class the key names	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
P	E7	MEASURED-ABSENT	M+	measurement=the N 118 reading (same capability) plus the endorsements field emitted on every call; evidence=RECORDED; note=tracked in the gap-blockers ledger Amendment B2	_audit/2026-09-03-linkedin-gap-blockers.md#B2. WHAT THE LIVE PAGE SAYS, 2026-09-04
P	E8	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	F2	EXCLUDED-RULED	B	family=PF-ENDORSE-OR-RECOMMEND; op=CONTRARY; scope=NO; note=a RECOMMENDATION row: the key's surviving measurement counted endorse controls; profile.md finding 7.4 says the key argues only about endorsements	linkedin_server/writes.py#"endorse_or_recommend": ( ; _audit/2026-08-25-cannot-vs-will-not.md#the operator ruled on 2026-08-25 that it gets built
P	F3	EXCLUDED-RULED	B	family=PF-ENDORSE-OR-RECOMMEND; op=CONTRARY; scope=NO; note=a RECOMMENDATION row: the key's surviving measurement counted endorse controls; profile.md finding 7.4 says the key argues only about endorsements	linkedin_server/writes.py#"endorse_or_recommend": ( ; _audit/2026-08-25-cannot-vs-will-not.md#the operator ruled on 2026-08-25 that it gets built
P	F4	EXCLUDED-RULED	B	family=PF-ENDORSE-OR-RECOMMEND; op=CONTRARY; scope=NO; note=a RECOMMENDATION row: the key's surviving measurement counted endorse controls; profile.md finding 7.4 says the key argues only about endorsements	linkedin_server/writes.py#"endorse_or_recommend": ( ; _audit/2026-08-25-cannot-vs-will-not.md#the operator ruled on 2026-08-25 that it gets built
P	F5	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a remove or delete, the act-class the key names	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
P	F6	EXCLUDED-RULED	B	family=PF-ENDORSE-OR-RECOMMEND; op=CONTRARY; scope=NO; note=a RECOMMENDATION row: the key's surviving measurement counted endorse controls; profile.md finding 7.4 says the key argues only about endorsements	linkedin_server/writes.py#"endorse_or_recommend": ( ; _audit/2026-08-25-cannot-vs-will-not.md#the operator ruled on 2026-08-25 that it gets built
P	F7	EXCLUDED-RULED	B	family=PF-ENDORSE-OR-RECOMMEND; op=CONTRARY; scope=NO; note=a RECOMMENDATION row: the key's surviving measurement counted endorse controls; profile.md finding 7.4 says the key argues only about endorsements	linkedin_server/writes.py#"endorse_or_recommend": ( ; _audit/2026-08-25-cannot-vs-will-not.md#the operator ruled on 2026-08-25 that it gets built
P	F8	EXCLUDED-RULED	B	family=PF-ENDORSE-OR-RECOMMEND; op=CONTRARY; scope=NO; note=a RECOMMENDATION row: the key's surviving measurement counted endorse controls; profile.md finding 7.4 says the key argues only about endorsements	linkedin_server/writes.py#"endorse_or_recommend": ( ; _audit/2026-08-25-cannot-vs-will-not.md#the operator ruled on 2026-08-25 that it gets built
P	F9	EXCLUDED-RULED	B	family=PF-ENDORSE-OR-RECOMMEND; op=CONTRARY; scope=NO; note=a RECOMMENDATION row: the key's surviving measurement counted endorse controls; profile.md finding 7.4 says the key argues only about endorsements	linkedin_server/writes.py#"endorse_or_recommend": ( ; _audit/2026-08-25-cannot-vs-will-not.md#the operator ruled on 2026-08-25 that it gets built
P	G3	EXCLUDED-RULED	C	why=REFUTED; cites=same ruling; note=resolves by position to G1, a COVERED row with no ruling; the s6 roll-up's upload ban was lifted by the operator 2026-09-04	linkedin_server/readonly.py#He was asked on 2026-09-04 and opened it FULLY ; _audit/_census/profile.md#G3 backreferences G1
P	G4	EXCLUDED-RULED	B	family=EDIT-FAMILY; op=CONTRARY; scope=YES; note=an editor on his own profile: the operator ruled 2026-08-31 that the profile editors are allowed; the implementing wave kept /edit/ refusing all but the intro editor (D6's upload half: the ban was lifted 2026-09-04)	linkedin_server/readonly.py#Narrowing was refused ; _audit/2026-08-31-linkedin-finish.md#and the profile editors are allowed
P	G5	EXCLUDED-RULED	B	family=EDIT-FAMILY; op=CONTRARY; scope=YES; note=an editor on his own profile: the operator ruled 2026-08-31 that the profile editors are allowed; the implementing wave kept /edit/ refusing all but the intro editor (D6's upload half: the ban was lifted 2026-09-04)	linkedin_server/readonly.py#Narrowing was refused ; _audit/2026-08-31-linkedin-finish.md#and the profile editors are allowed
P	I10	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	I11	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	I12	EXCLUDED-RULED	B	family=URL-UNREACHABLE-237; op=NO; scope=NO; note=zero of 237 urls reach it proves no NAVIGATION route; the 2026-08-25 document rejects exactly that inference for the same measurement	_audit/_census/profile.md#measured: zero of 237 urls reach one ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work is not reachable BY NAVIGATION.
P	I2	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	I3	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	I4	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	I5	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	I6	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	I7	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	I8	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	I9	EXCLUDED-RULED	B	family=OTW-SPEC-NEVER-LOADED; op=CONTRARY; scope=YES; note=the spec refuses because the editor was never loaded; the 2026-08-25 document written on the operator's ruling moved Open To Work to UNMEASURED, to be measured, not refused	linkedin_server/writes.py#NEVER LOADED ; _audit/2026-08-23-build-linkedin.md#and approved **save/unsave, follow, Open To ; _audit/2026-08-25-cannot-vs-will-not.md#Open To Work -- I am OVERTURNING the pre-classification
P	K1	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=EXTENDED; note=a verification flow filed under the settings family by the census; not a preference toggle	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	K2	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=EXTENDED; note=a verification flow filed under the settings family by the census; not a preference toggle	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	K3	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=EXTENDED; note=a verification flow filed under the settings family by the census; not a preference toggle	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	K4	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=EXTENDED; note=a verification flow filed under the settings family by the census; not a preference toggle	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	K5	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=EXTENDED; note=a verification flow filed under the settings family by the census; not a preference toggle	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	K6	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=EXTENDED; note=a verification flow filed under the settings family by the census; not a preference toggle	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	K7	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a remove or delete, the act-class the key names	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
P	L2	MEASURED-ABSENT	M+	measurement=live 2026-09-04 read of the /in/me/ topcard: 0 followers lines; evidence=RECORDED; note=scope is the topcard only, as the row says	_audit/2026-09-03-linkedin-gap-blockers.md#B2. WHAT THE LIVE PAGE SAYS, 2026-09-04
P	L5	EXCLUDED-RULED	B	family=RETIRE-LIVE-BROADCAST; op=NO; scope=YES; note=retired 2026-09-05 by a wave	_audit/2026-09-05-decide-retire-rulings.md#### 3.5 `LIVE-BROADCAST` ; _audit/2026-09-03-linkedin-gap-blockers.md#Needs his answer, and the answer is almost certainly
P	M1	EXCLUDED-RULED	B-lifted	family=JOBS-APPLICATION-SUBSTRING; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=the Job Application Settings page, caught by a prefix present since the read-only server's first commit with no argument recorded; the registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#"/jobs/application", ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
P	M10	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	M2	EXCLUDED-RULED	B-lifted	family=JOBS-APPLICATION-SUBSTRING; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=the Job Application Settings page, caught by a prefix present since the read-only server's first commit with no argument recorded; the registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#"/jobs/application", ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
P	M3	EXCLUDED-RULED	B-lifted	family=JOBS-APPLICATION-SUBSTRING; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=the Job Application Settings page, caught by a prefix present since the read-only server's first commit with no argument recorded; the registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#"/jobs/application", ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
P	M4	EXCLUDED-RULED	B-lifted	family=JOBS-APPLICATION-SUBSTRING; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=the Job Application Settings page, caught by a prefix present since the read-only server's first commit with no argument recorded; the registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#"/jobs/application", ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
P	M5	EXCLUDED-RULED	B-lifted	family=JOBS-APPLICATION-SUBSTRING; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=the Job Application Settings page, caught by a prefix present since the read-only server's first commit with no argument recorded; the registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#"/jobs/application", ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
P	M6	EXCLUDED-RULED	B-lifted	family=JOBS-APPLICATION-SUBSTRING; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=the Job Application Settings page, caught by a prefix present since the read-only server's first commit with no argument recorded; the registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#"/jobs/application", ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
P	M7	EXCLUDED-RULED	B-lifted	family=JOBS-APPLICATION-SUBSTRING; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=the Job Application Settings page, caught by a prefix present since the read-only server's first commit with no argument recorded; the registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#"/jobs/application", ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
P	M8	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	M9	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N10	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N11	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N12	EXCLUDED-RULED	C	why=OVERRULED; cites=/uas/ substring; note=INCIDENTAL-CAPTURE-IS-NOT-A-RULING (2026-09-19) names /uas/login and rules it stays GAP; moved 2026-09-20 without citing it	_audit/2026-09-19-two-census-conventions-ruled.md#RULED: NO. THEY STAY GAP, WITH THE BLOCKER NAMED PRECISELY. ; _audit/2026-09-19-two-census-conventions-ruled.md#/uas/login is_read_url False
P	N13	EXCLUDED-RULED	B	family=RETIRE-SIGNIN-INTERSTITIAL; op=NO; scope=YES; note=retired 2026-09-05 by a wave	_audit/2026-09-05-decide-retire-rulings.md#### 3.8 `SIGNIN-INTERSTITIAL` ; _audit/2026-09-03-linkedin-gap-blockers.md#Needs his answer, and the answer is almost certainly
P	N15	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N16	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N17	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N18	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N19	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N20	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N21	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N22	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N23	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N24	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N25	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=EXTENDED; note=a nav path with no URL, filed under the settings family	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N26	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N27	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N28	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N29	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N30	EXCLUDED-RULED	B	family=RETIRE-HELP-CENTER-FORM; op=NO; scope=YES; note=retired 2026-09-05 by a wave	_audit/2026-09-05-decide-retire-rulings.md#### 3.3 `HELP-CENTER-FORM` ; _audit/2026-09-03-linkedin-gap-blockers.md#Needs his answer, and the answer is almost certainly
P	N31	EXCLUDED-RULED	B	family=RETIRE-HELP-CENTER-FORM; op=NO; scope=YES; note=retired 2026-09-05 by a wave	_audit/2026-09-05-decide-retire-rulings.md#### 3.3 `HELP-CENTER-FORM` ; _audit/2026-09-03-linkedin-gap-blockers.md#Needs his answer, and the answer is almost certainly
P	N4	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N5	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N6	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N7	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N8	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	N9	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	O2	EXCLUDED-RULED	B	family=PF-DEANONYMISE-A-VIEWER; op=NO; scope=YES; note=the key names this act	linkedin_server/writes.py#"deanonymise_a_viewer": (
P	O21	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
