row_id	blocker	evidence_class	source	locator	state_at_freeze	state_today	capability	note	reason_doc
J 99	UNASSIGNED	UNASSIGNED	-	-	GAP	EXCLUDED-RULED	Control career-interests visibility to recruiters	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
J 100	UNASSIGNED	UNASSIGNED	-	-	GAP	GAP	"Signal your interest to recruiters at companies you've created job alerts for"	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
J 106	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/jobs.md	106-115 (section G), 106-114 (section 2 grouping)	GAP	GAP	Company Page About tab (size, industry, locations)	STRENGTH: STRONG ON MEMBERSHIP, DELIBERATELY PARTIAL ON COUNT -- 8 of 18. THE BLOCKER ALREADY HOLDS A ROW OF EXACTLY THIS FAMILY, WHICH IS WHAT MAKES THIS A SIBLING ARGUMENT RATHER THAN A NAME MATCH. J 107 ("Company Page Jobs tab / see all jobs at this company") was filed to this blocker from 2026-09-05-routes-already-admitted.md, whose table carries a "filed as" column naming this blocker for that row. The seven added here are its immediate siblings in the same census run: 106 About tab, 108 People tab, 109 Life tab, 110 Home / Posts tabs, 111 Products / Services tabs, 113 Insights tab (Premium), 114 Premium Page Insights. Every one is spelled "Company Page <x> tab" in the census's own capability column. THE CENSUS GROUPS THEM AS ONE SHAPE AND MARKS THEM READS. jobs.md section 2 ("WHAT EACH GAP WOULD TAKE") carries an R/W column and gives the whole run one row: "106-114 | company and school Page tabs, Premium insights | ... | R". The ledger publishes this blocker 13R/5W, so a block of reads sits inside it without strain. J 112 IS LEFT OUT ON PURPOSE, AND IT IS THE ONLY ROW IN THE RUN THAT IS NOT A COMPANY PAGE: "School Page Alumni tab". SCHOOL-PAGE-SURFACE is a separate published blocker (3 rows, 3R) and is EMPTY. The section-2 group's own title says "company AND school", so the group is a shape, not a blocker, and taking it whole would have put a school row in a company blocker on the strength of a shared table row. WHY THIS IS 8 AND NOT 18, STATED RATHER THAN LEFT AS A HOLE. Ten rows of this blocker are not in jobs.md at all -- the company family runs across slices, and network.md's section H holds unassigned organisation rows (N 99-N 104, one of which shape.py names as "the census's N 101 capability, list an organisation"). Those are not filed here because no source assigns them to this blocker; a family resemblance across slices is the inference this recovery has refused all round. The 10 remain UNASSIGNED and locatable by whoever finds a source that names them.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
J 107	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/2026-09-05-routes-already-admitted.md	L100	GAP	GAP	Company Page Jobs tab / "see all jobs at this company"	PARTIAL -- one of a published 18	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
J 108	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/jobs.md	106-115 (section G), 106-114 (section 2 grouping)	GAP	GAP	Company Page People tab (titles, study areas, skills, how you are connected)	as J 106 -- a "Company Page <x> tab" row in jobs.md section G, sibling to J 107 which is already filed to this blocker by 2026-09-05-routes-already-admitted.md's filed-as column. Section 2 groups the whole run 106-114 as one shape and marks it R.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
J 109	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/jobs.md	106-115 (section G), 106-114 (section 2 grouping)	GAP	GAP	Company Page Life tab	as J 106 -- a "Company Page <x> tab" row in jobs.md section G, sibling to J 107 which is already filed to this blocker by 2026-09-05-routes-already-admitted.md's filed-as column. Section 2 groups the whole run 106-114 as one shape and marks it R.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
J 110	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/jobs.md	106-115 (section G), 106-114 (section 2 grouping)	GAP	GAP	Company Page Home / Posts tabs	as J 106 -- a "Company Page <x> tab" row in jobs.md section G, sibling to J 107 which is already filed to this blocker by 2026-09-05-routes-already-admitted.md's filed-as column. Section 2 groups the whole run 106-114 as one shape and marks it R.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
J 111	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/jobs.md	106-115 (section G), 106-114 (section 2 grouping)	GAP	GAP	Company Page Products / Services tabs	as J 106 -- a "Company Page <x> tab" row in jobs.md section G, sibling to J 107 which is already filed to this blocker by 2026-09-05-routes-already-admitted.md's filed-as column. Section 2 groups the whole run 106-114 as one shape and marks it R.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
J 112	SCHOOL-PAGE-SURFACE	RECON-DOC	_audit/_census/jobs.md	112	GAP	EXCLUDED-RULED	School Page Alumni tab	as N 99 -- same blocker, matched by the same mutual-best test with an edge, and carrying the R/W the ledger's split requires.	CANDIDATE-1-OF-15 SCORE-5 _audit/2026-09-21-the-read-triage.md
J 113	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/jobs.md	106-115 (section G), 106-114 (section 2 grouping)	GAP	GAP	Company Page Insights tab (Premium)	as J 106 -- a "Company Page <x> tab" row in jobs.md section G, sibling to J 107 which is already filed to this blocker by 2026-09-05-routes-already-admitted.md's filed-as column. Section 2 groups the whole run 106-114 as one shape and marks it R.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
J 114	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/jobs.md	106-115 (section G), 106-114 (section 2 grouping)	GAP	GAP	Premium Page Insights: headcount over time, distribution and growth by function, notable alumni, job openings 	as J 106 -- a "Company Page <x> tab" row in jobs.md section G, sibling to J 107 which is already filed to this blocker by 2026-09-05-routes-already-admitted.md's filed-as column. Section 2 groups the whole run 106-114 as one shape and marks it R.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
J 116	MATCH-DETAILS-COLLAPSED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L472,L1183	GAP	GAP	"How you match" panel: top-applicant flag	named in section 6 and again in Amendment A13	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-03-linkedin-gap-blockers.md
J 117	MATCH-DETAILS-COLLAPSED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L472,L1183	GAP	GAP	"How you match": skills associated with the job	named in section 6 and again in Amendment A13	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-03-linkedin-gap-blockers.md
J 118	MATCH-DETAILS-COLLAPSED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L472,L1183	GAP	GAP	"How you match": your matching profile skills	named in section 6 and again in Amendment A13	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-03-linkedin-gap-blockers.md
J 119	MATCH-DETAILS-COLLAPSED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L472,L1183	GAP	GAP	"How you match": skills missing from your profile	named in section 6 and again in Amendment A13	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-03-linkedin-gap-blockers.md
J 120	MATCH-DETAILS-COLLAPSED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L472,L1183	GAP	GAP	"How you match": additional skills among applicants	named in section 6 and again in Amendment A13	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-03-linkedin-gap-blockers.md
J 121	CLOSED-SINCE-CENSUS	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L128,L644	GAP	COVERED-UNFIRED	Applicant insights: your ranking percentile vs other applicants	section 2b and Amendment A1 both list the seven	CANDIDATE-1-OF-14 SCORE-10 _audit/2026-09-23-bucket1-fires.md
J 122	CLOSED-SINCE-CENSUS	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L128,L644	GAP	COVERED-UNFIRED	Applicant insights: top skills among applicants, experience/education levels	section 2b and Amendment A1 both list the seven	CANDIDATE-1-OF-14 SCORE-10 _audit/2026-09-23-bucket1-fires.md
J 123	CLOSED-SINCE-CENSUS	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L129,L644	GAP	COVERED-PROVEN	Premium hiring-company insights (hiring trends, growth rate, average tenure, feeder companies/schools)	section 2b and Amendment A1 both list the seven	CANDIDATE-1-OF-14 SCORE-10 _audit/2026-09-23-bucket1-fires.md
J 124	PREMIUM-JOBS-SURFACES	RECON-DOC	_audit/_census/jobs.md	124-126 (section H)	GAP	GAP	Premium AI company intelligence (headcount, openings, strategic priorities)	STRENGTH: STRONG, AND IT IS THE SECTION ENUMERATOR'S DISCRIMINATOR APPLIED EXACTLY AS RULED -- count match PLUS name match, never a count alone. jobs.md section H, "How you match and Premium job features", holds exactly THREE unassigned frozen-GAP rows against a blocker published at THREE, and the names agree on two tokens: PREMIUM and JOBS. A bare count match is a birthday problem; this is the shortlist the second axis produces. THE SPLIT AGREES TOO, AND IT IS RECORDED RATHER THAN INFERRED. The ledger publishes 3 rows, 3R. jobs.md section 2 records the direction for the row GROUP that contains all three -- "116-126 ... R" -- so the reads are read off the census, not judged by me. That matters under the standing ruling that the jobs R/W column is approved in principle but DEFERRED, and that judgement rows are to be filled EMPTY rather than inferred: nothing here infers a direction, it cites one the census already carries for the group. THE THREE: J 124 "Premium AI company intelligence (headcount, openings, strategic priorities)", J 125 "Jobs where you're a top applicant", J 126 "Premium AI job-fit tips". Each is a Premium job feature, which is the section's own title and the blocker's own name. AND THIS FIT DID NOT EXIST AN HOUR AGO. Section H held FOUR unassigned rows until J 127 was filed to PREMIUM-READER-NOT-BUILT at 9d4bd59, on a document that names it "PREMIUM-READER-NOT-BUILT (J127)" outright. Four against a published three is no fit at all; three is exact. THE EVIDENCE FOR THESE THREE NEVER CHANGED -- THE FIELD DID. That is the third cascade of this recovery (after J 112 closing SCHOOL-PAGE-SURFACE and M C12 freeing CELEBRATION-COMPOSER) and the third argument for running this enumerator to a FIXED POINT rather than once.	CANDIDATE-1-OF-12 SCORE-5 _audit/2026-09-20-the-first-firing.md
J 125	PREMIUM-JOBS-SURFACES	RECON-DOC	_audit/_census/jobs.md	124-126 (section H)	GAP	COVERED-PROVEN	"Jobs where you're a top applicant" section	as J 124 -- one of exactly three unassigned frozen-GAP rows in jobs.md section H "Premium job features", against a blocker published at three whose name shares two tokens with the section. Direction R is cited from section 2's group cell, not inferred.	CANDIDATE-1-OF-12 SCORE-5 _audit/2026-09-20-the-first-firing.md
J 126	PREMIUM-JOBS-SURFACES	RECON-DOC	_audit/_census/jobs.md	124-126 (section H)	GAP	GAP	Premium AI job-fit tips	as J 124 -- one of exactly three unassigned frozen-GAP rows in jobs.md section H "Premium job features", against a blocker published at three whose name shares two tokens with the section. Direction R is cited from section 2's group cell, not inferred.	CANDIDATE-1-OF-12 SCORE-5 _audit/2026-09-20-the-first-firing.md
J 127	PREMIUM-READER-NOT-BUILT	RECON-DOC	_audit/2026-09-19-read-tail.md	L128	GAP	MEASURED-ABSENT	Read the InMail credit balance	STRENGTH: STRONG -- A COMMITTED DOCUMENT FROM TODAY NAMES THE BLOCKER AND THE ROW IN ONE BREATH. Its section 5, headed "WHAT TOUCHES BUT DOES NOT CLOSE -- checked so nobody re-opens them", opens the bullet as "PREMIUM-READER-NOT-BUILT (J127)". That is a blocker-to-row binding written by a wave whose purpose was to check whether the row had been closed, and it concludes "Correctly still GAP" -- so the source is asserting membership while arguing AGAINST its own convenience, which is the class of claim worth most. THE SPLIT AGREES: the ledger publishes 1 row, 1R, and the row is "Read the InMail credit balance". ITS STATE TODAY IS MEASURED-ABSENT, NOT GAP, AND THAT IS NOT AN ERROR. The map enumerates the GAP set AS FROZEN at 1c08e5f; J 127 was GAP then and left afterwards, which the builder's leave-count reports. Same situation as J 15, filed to ALL-FILTERS-PANEL earlier today. AND IT IS THE ROW I EXCLUDED FROM SERVED-BY-GMAIL-SKILL THIS MORNING: it carries the SKILL tag but its state reads MEASURED-ABSENT `SKILL` rather than GAP `SKILL`, which is how that blocker resolved to exactly six. The row that made that count work has its own home.	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-first-firing.md
J 129	INMAIL-COMPOSE-SURFACE	RECON-DOC	_audit/_census/jobs.md	129	GAP	GAP	InMail the job poster after applying	STRENGTH: STRONG -- THE REASON CELL NAMES THE BLOCKER, AND COUNTING CLOSES THE REST. The ledger publishes this blocker 1 row, 1W, boundary "allowlist +1, WriteSpec", cost 8, BLOCKED. AXIS 1, THE REASON CELL NAMES IT: jobs.md section 2 reads for row 129 "needs both a compose surface for InMail (distinct from the message composer) and a verification. send_message cannot report 'sent' today". A COMPOSE SURFACE FOR INMAIL is this blocker's name written out in the census's own words, and the parenthesis draws the same distinction the blocker name draws. AXIS 2, COUNTING AGAINST THE ONE RIVAL: after the jobs-slice R/W fix recorded in the recovery's section 38, the split-first matcher left this blocker at TWO subsets -- J 129 and J 150. One slot against two candidates is the N+1 case, so eliminating either forces the other. J 150 is eliminated on its own cell: "US-only Premium overlay on a compose surface" is an overlay ON a composer and a Writing Assistant feature, and it is nowhere stated to be InMail. J 129 survives, and the survivor of an N+1 contest is in the set however the contest resolves. AXIS 3, THE BOUNDARY SHAPE MATCHES: the cell's "NOT reversible, and it spends a credit" plus an unbuilt verification is the published allowlist+1 / WriteSpec / BLOCKED shape.	CANDIDATE-1-OF-11 SCORE-4 _audit/2026-09-20-the-premium-block.md
J 131	SERVED-BY-GMAIL-SKILL	RECON-DOC	_audit/_census/jobs.md	131	GAP	GAP	Decide WHO to message and whether it costs a credit	as J 39 -- same blocker, same evidence, and carrying the state or the R/W the ledger's published entry requires.	CANDIDATE-1-OF-18 SCORE-12 _audit/2026-09-20-the-contingent-writeoffs.md
J 132	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Generate role-specific practice questions from a real job description	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 133	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Practice out loud, by voice	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 134	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Practice by reading and typing responses instead	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 135	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Be interviewed by a real-time AI interviewer	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 136	AI-INTERVIEW-PRODUCT	RECON-DOC	_audit/2026-09-05-decide-retire-rulings.md	S1	GAP	GAP	Receive an interview readiness score (low / medium / high)	one of the three read-shaped rows HANDED BACK rather than retired, so 990bbd3 does not touch it	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 137	AI-INTERVIEW-PRODUCT	RECON-DOC	_audit/2026-09-05-decide-retire-rulings.md	S1	GAP	GAP	Receive a summary of strengths and areas to improve	handed back, not retired	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 138	AI-INTERVIEW-PRODUCT	RECON-DOC	_audit/2026-09-05-decide-retire-rulings.md	S1	GAP	GAP	Receive a transcript of your responses with worked improvements	handed back, not retired	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 139	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Take a practice AI interview first, unlimited repeats	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 140	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Complete a hirer's voice-based or video-based AI screening interview	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 141	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	End an interview in progress	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 142	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Decline to participate, without automatic disqualification	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 143	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Reply to the invitation with feedback on the interview experience	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 144	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Request your rating, summaries, transcript or recording	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 145	AI-INTERVIEW-PRODUCT	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Request an accommodation	reconstructed J 132-J 145; 990bbd3 flipped the eleven retired ones	CANDIDATE-1-OF-16 SCORE-8 _audit/2026-09-20-the-decides.md
J 146	FILE-UPLOAD-UNSANCTIONED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L373	GAP	GAP	Upload a resume for analysis against one specific job posting	section 5 item 1 lists all sixteen rows verbatim	CANDIDATE-1-OF-16 SCORE-7 _audit/2026-09-20-the-decides.md
J 147	FILE-UPLOAD-UNSANCTIONED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L373	GAP	GAP	Receive personalized insights on the job and how to enhance the resume	section 5 item 1 lists all sixteen rows verbatim	CANDIDATE-1-OF-16 SCORE-7 _audit/2026-09-20-the-decides.md
J 148	FILE-UPLOAD-UNSANCTIONED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L373	GAP	GAP	Refine sections of the resume with suggested language	section 5 item 1 lists all sixteen rows verbatim	CANDIDATE-1-OF-16 SCORE-7 _audit/2026-09-20-the-decides.md
J 149	FILE-UPLOAD-UNSANCTIONED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L373	GAP	GAP	Export the result, or attach it to a LinkedIn application	section 5 item 1 lists all sixteen rows verbatim	CANDIDATE-1-OF-16 SCORE-7 _audit/2026-09-20-the-decides.md
J 150	UNASSIGNED	UNASSIGNED	-	-	GAP	GAP	Send an enhanced message to a recruiter using Writing Assistant	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
J 151	JOB-SEARCH-PARAMS	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L381	GAP	COVERED-PROVEN	Filter a job search by MULTIPLE simultaneous locations	section 5 item 2 states the six rows	CANDIDATE-1-OF-10 SCORE-4 _audit/2026-09-20-job-search-params-built.md
M C2	PUBLISH-POST-AUDIENCE-PARAM	LEDGER-AMENDMENT	_audit/2026-09-03-linkedin-gap-blockers.md	L691,L716	GAP	GAP	Choose the post's audience / visibility	Amendment A3 is HEADED with the blocker name -- "A3. PUBLISH-POST-AUDIENCE-PARAM IS NOT CLOSED" at L691 -- and names the row verbatim inside it at L716: "But census row M C2 is 'Choose the post's audience / visibility', and at HEAD he still cannot." A second committed source names the same row at _audit/2026-09-05-article-publish.md:251, calling it the gate holding the only publish capability shut. The map read UNASSIGNED with the reason "no committed source names this row against any blocker", which was false twice over. NOTE the row's KIND was re-filed by A3 itself (MISSING-PARAMETER -> RULING-FORK, BUILD -> DECIDE); that is a change of kind and queue, not of blocker, and the ledger still publishes this blocker at 1 row	CANDIDATE-1-OF-8 SCORE-6 _audit/2026-09-03-linkedin-gap-blockers.md
M C3	FILE-UPLOAD-UNSANCTIONED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L373	GAP	GAP	Post a photo	section 5 item 1 lists all sixteen rows verbatim	CANDIDATE-1-OF-16 SCORE-7 _audit/2026-09-20-the-decides.md
M C4	FILE-UPLOAD-UNSANCTIONED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L373	GAP	GAP	Post a video	section 5 item 1 lists all sixteen rows verbatim	CANDIDATE-1-OF-16 SCORE-7 _audit/2026-09-20-the-decides.md
M C5	FILE-UPLOAD-UNSANCTIONED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L373	GAP	GAP	Post a document (PDF / carousel)	section 5 item 1 lists all sixteen rows verbatim	CANDIDATE-1-OF-16 SCORE-7 _audit/2026-09-20-the-decides.md
M C6	FILE-UPLOAD-UNSANCTIONED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L373	GAP	GAP	Add a title to an uploaded document	section 5 item 1 lists all sixteen rows verbatim	CANDIDATE-1-OF-16 SCORE-7 _audit/2026-09-20-the-decides.md
M C7	FILE-UPLOAD-UNSANCTIONED	LEDGER-EXPLICIT	_audit/2026-09-03-linkedin-gap-blockers.md	L373	GAP	GAP	Add alt text to a post image	section 5 item 1 lists all sixteen rows verbatim	CANDIDATE-1-OF-16 SCORE-7 _audit/2026-09-20-the-decides.md
M C8	POLL-SURFACE	RECON-DOC	_audit/_census/messaging-and-content.md	C8	GAP	GAP	Create a poll	STRENGTH: STRONG -- MUTUAL BEST MATCH WITH AN EDGE, AND THE SPLIT AGREES. The instrument generalises the singleton test to a k-row blocker: take the top k rows by name coverage, and require that EVERY one of them names this blocker as its own best among all blockers with room, that there is a strict score gap to row k+1 so the set has an edge, and that the R/W split of the k rows matches the ledger's published split. The split is checked rather than reported afterwards because a perfect count match with a wrong split is exactly what CREATOR-HUB-SURFACE turned out to be. BOTH SCORE 1.00 AND THE NEXT ROW SCORES 0.00 -- the widest edge in the field. "Create a poll" and "Vote in a poll / view poll results" are the only two rows in the corpus whose capability text contains the word, and both are marked W against a blocker the ledger publishes 2 rows, 2W, boundary WriteSpec. NOTE WHICH C8 THIS IS, since the corpus carries two: M C8 "Create a poll" (messaging-and-content.md), NOT P C8 "Save profile as a PDF", which was filed to PROFILE-PDF-DOWNLOAD in the previous commit. The two land in different blockers in adjacent commits, which is the ambiguous-id hazard this corpus slice-qualifies ids to prevent, met twice in five minutes.	CANDIDATE-1-OF-9 SCORE-7 _audit/2026-09-23-bucket3-addresses.md
M C9	CELEBRATION-COMPOSER	RECON-DOC	_audit/_census/messaging-and-content.md	C9	GAP	GAP	Post a celebration ("Celebrate an occasion")	STRENGTH: STRONG, AND IT BECAME DECIDABLE ONLY BECAUSE ANOTHER BLOCKER CLOSED -- the second cascade of this recovery. The mutual-best test requires the row's best blocker to be this one among all blockers WITH ROOM. M C9 previously named POST-DRAFT-SURFACE as its best and the pair failed the test. POST-DRAFT-SURFACE closed at 5dc71d5 on M C12 "Save a post as a draft", left the open set, and this pair became mutual. Nothing about the evidence changed; the FIELD did. THE UNIQUENESS, MEASURED RATHER THAN ASSERTED: "celebrat" appears four times in the census and exactly ONE is a capability that IS a celebration -- M C9 "Post a celebration (Celebrate an occasion)". The others are a control listing in mcp-inventory.md, a summary line, and C33 "Choose WHICH reaction (Celebrate, Support, Love, Insightful...)", where Celebrate is the NAME OF A REACTION and not a post. A substring match would have taken C33; reading what the capability does excludes it. The ledger publishes this blocker 1 row, 1W, and the census marks M C9 W.	CANDIDATE-1-OF-4 SCORE-2 _audit/2026-09-03-linkedin-gap-blockers.md
M M5	THIRD-PARTY-PROFILE-FORBIDDEN	RECON-DOC	_audit/_census/messaging-and-content.md	M5 (the ledger's own line 326, as of 1c08e5f)	GAP	EXCLUDED-RULED	Send an Open Profile message	STRENGTH: FORCED BY ELIMINATION OVER A MEASURED CLOSED SET OF TWO, NOT BY A SCORE. The ledger cell (2026-09-03-linkedin-gap-blockers.md:L326) does not name a row id; it names a CONDITION -- PERMANENTLY_FORBIDDEN[load_a_third_partys_profile_to_measure_a_control] 'reaches it; the row records the collision itself'. So the search is for rows whose OWN TEXT records that collision. Measured over all 409 frozen GAP rows at 1c08e5f: 'collid|collision' returns EXACTLY TWO, P C8 and M M5; a wider sweep ('forbidden|permanently|ruled out|refus|R4|emission') returns 12, and the other ten name a DIFFERENT rule (/endorse at P E6, /edit/ at M M11, /withdraw at M C62, /invite at M C69, etc.), each of which is a separate ledger blocker that already closes COMPLETE. The set is {P C8, M M5}. P C8 IS EXCLUDED ON TWO INDEPENDENT GROUNDS, NEITHER OF THEM A RANKING. (1) ITS COLLISION IS CONDITIONAL AND OUT OF SCOPE: its text reads 'it works on another member's profile TOO -- which WOULD collide', i.e. the capability (save HIS OWN profile as a PDF) needs no third-party load at all; the forbidden entry does not REACH it, which is the ledger's word. (2) THE LEDGER'S OWN OTHER CELL REFUTES IT: the same author ranks that capability at index 58 PROFILE-PDF-DOWNLOAD, 1R, cost 2, reversible YES, queue DECIDE -- a buildable row. One author cannot in one document both rank a capability as a cost-2 buildable DECIDE and place it under a PERMANENTLY_FORBIDDEN entry at cost 0 RE-FILE. M M5 SATISFIES BOTH HALVES OF THE CELL. Its frozen text states the forbidden act is REQUIRED, not optional: 'needs a third party's profile loaded to find the control' -- the entry REACHES it. And it 'records the collision itself': 'collides with the who_viewed_me emission ruling'. THAT NAMED RULING IS THAT FORBIDDEN ENTRY, BY THE ENTRY'S OWN SHIPPED REASON TEXT, not by resemblance: writes.PERMANENTLY_FORBIDDEN['load_a_third_partys_profile_to_measure_a_control'] reads 'A profile view is an EMISSION, and this server can read the receiving end of that signal: linkedin_who_viewed_me returns rows, reaching 365 days back'. M M5 names the entry by its justification where P C8 names it by its key. THE QUEUE CORROBORATES: the ledger queues this blocker RE-FILE ('nothing to do but correct the census'). M M5 is exactly a mis-filed state -- 2026-09-19-profile-modals-measured.md amendment C1 adjudicates it as GAP in one slice while its twin N158 was already EXCLUDED-RULED in network.md -- and the census has since re-filed M M5 to EXCLUDED-RULED. P C8 is still GAP today. RESIDUAL RISK, STATED: the ledger never names either row id, so this is a reconstruction and not the classifier's own words. REOPENER: any source naming P C8 for this blocker retracts this line AND re-opens P C8's PROFILE-PDF-DOWNLOAD filing with it -- the two cannot move independently. NOT VOUCHED FOR: P C8's PROFILE-PDF-DOWNLOAD line was filed at ca374c6 on a mutual-best-match SCORE over capability text against blocker NAMES; I did not write it. Ground (1) above does not depend on it.	CANDIDATE-1-OF-9 SCORE-10 _audit/2026-09-19-the-four-absent-blockers.md
